Borough,ID,Survey Date,Survey Year,On-Carriageway (if 1) or Off-Carriageway (if 0),Segregated Lane/Track,Stepped Lane/Track,Partially Segregated Lane/Track,Shared Lane or Footway,Mandatory Cycle Lane,Advisory Cycle Lane,Cycle Lane/Track Priority,Contraflow Lane/Track,Bi-directional,Cycle Bypass,Continuous Cycle Facilities at Bus Stop,Park Route,Waterside Route,Part-time (if 1) or Full-time (if 0),Total Tracks or Lanes,Access Times,Colour
Bromley, RWG204769,06/12/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155279,19/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG187289,17/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG276299,29/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155269,19/10/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149088,15/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155267,19/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155288,19/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG187522,22/01/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG187607,23/01/2018,2018,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG185365,09/11/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155437,20/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1, Mon to Fri 4 - 7 PM, NONE
WalthamForest, RWG149496,29/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155432,20/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon to Fri 7 - 10 AM, NONE
Bromley, RWG278644,15/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Bromley, RWG204908,06/12/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lewisham, RWG198158,20/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
TowerHamlets, RWG073348,08/07/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG156320,20/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1, Mon to Fri 4 - 7 PM, GREEN
Greenwich, RWG244357,27/02/2018,2018,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149480,28/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Croydon, RWG204876,28/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Greenwich, RWG244327,27/02/2018,2018,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149463,27/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG184759,08/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Lewisham, RWG198066,14/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155415,20/10/2017,2017,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1, Mon to Fri  4 - 7PM, RED
Newham, RWG155418,20/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1, Mon to Fri 4 - 7 PM, GREEN
Newham, RWG155420,20/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1, Mon to Fri 4 - 7 PM, GREEN
Greenwich, RWG198127,18/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Lewisham, RWG198157,20/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG184857,15/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG186049,16/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1, None, NONE
Greenwich, RWG185441,16/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lewisham, RWG198779,20/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG073590,09/09/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG155426,20/10/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1, Mon to Fri 7 - 10 AM, GREEN
Newham, RWG155423,20/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon to Fri 4 PM 7PM, RED
Newham, RWG156375,20/10/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG156376,20/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon to Fri 4 PM - 7PM, RED
Greenwich, RWG184968,15/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, 3pm-7pm, RED
Greenwich, RWG277312,09/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Greenwich, RWG290273,05/04/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, RED
Lewisham, RWG198150,20/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1, None, NONE
Newham, RWG155410,20/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG185543,22/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
WalthamForest, RWG187519,22/01/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG244326,27/02/2018,2018,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
TowerHamlets, RWG073629,10/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Greenwich, RWG244325,27/02/2018,2018,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149467,28/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155409,20/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155355,20/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon to Fri 4 PM 7PM, RED
WalthamForest, RWG187575,23/01/2018,2018,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG150097,28/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, RED
Greenwich, RWG244358,27/02/2018,2018,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Newham, RWG155354,20/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1, Mon to Fri 7-10 AM, GREEN
Newham, RWG155356,20/10/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, GREEN
WalthamForest, RWG150084,27/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG155359,20/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon to Fri 4 PM 7PM, RED
Bromley, RWG205117,02/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
WalthamForest, RWG150155,02/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Greenwich, RWG185544,22/01/2018,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG244324,27/02/2018,2018,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Newham, RWG155369,20/10/2017,2017,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1, None, NONE
Newham, RWG155352,20/10/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, GREEN
Greenwich, RWG185542,22/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG155361,20/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon to Fri 4 PM 7PM, NONE
Newham, RWG155383,20/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155395,20/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG185440,16/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149512,29/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, RED
Newham, RWG155371,20/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155362,20/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1, Mon to Fri 4-7 PM, NONE
Greenwich, RWG198497,18/11/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155351,20/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Newham, RWG155370,20/10/2017,2017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG184858,15/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155367,20/10/2017,2017,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG150308,04/10/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG155380,20/10/2017,2017,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1, None, NONE
Newham, RWG155376,20/10/2017,2017,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1, None, NONE
Newham, RWG155385,20/10/2017,2017,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1, None, NONE
Newham, RWG155431,20/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155478,23/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
WalthamForest, RWG150117,28/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG198362,18/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, 7am-7pm, RED
Newham, RWG155479,23/10/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, BUFF/YELLOW
Newham, RWG155485,23/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG277501,09/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
WalthamForest, RWG150115,28/09/2017,2017,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG155496,23/10/2017,2017,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1, None, RED
Newham, RWG155481,23/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155482,23/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155480,23/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Newham, RWG155498,23/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, RED
WalthamForest, RWG149483,28/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG187578,23/01/2018,2018,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Newham, RWG155494,23/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG199018,30/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, RED
Lewisham, RWG198292,30/01/2018,2018,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Newham, RWG155493,23/10/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG155491,23/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, at any time, RED
Newham, RWG155531,23/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG155516,23/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, RED
Newham, RWG155529,23/10/2017,2017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Newham, RWG155527,23/10/2017,2017,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Newham, RWG155535,23/10/2017,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155533,23/10/2017,2017,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Newham, RWG155534,23/10/2017,2017,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Newham, RWG185057,23/10/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Greenwich, RWG198864,22/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG185733,23/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1, None, NONE
Greenwich, RWG185439,16/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG185052,23/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG185055,23/10/2017,2017,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
WalthamForest, RWG150123,28/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
TowerHamlets, RWG073351,08/07/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, BLUE
Newham, RWG185053,23/10/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Newham, RWG184541,23/10/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG185062,23/10/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Newham, RWG185063,23/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG185066,23/10/2017,2017,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
TowerHamlets, RWG073252,05/07/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG184933,23/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon - Fri  7 am - 10 am  4 pm - 7 pm  Sat  10 am - 7 pm, NONE
Newham, RWG184546,23/10/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG184545,23/10/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Lewisham, RWG277529,30/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG184542,23/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG184544,23/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG150289,28/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG185071,23/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG185741,23/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Greenwich, RWG291070,05/04/2018,2018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG184934,23/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-fri 7-10am 4pm-7pm sat 10am-7pm, NONE
Greenwich, RWG186013,14/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1, None, NONE
Newham, RWG184932,23/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-fri 7-10am 4pm-7pm sat 10am-7pm, NONE
WalthamForest, RWG150307,04/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG184931,23/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-fri 7-10am 4pm-7pm sat 10am-7pm, NONE
Newham, RWG184930,23/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-fri 7-10am 4pm-7pm sat 10am-7pm, NONE
Newham, RWG184543,23/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG184537,23/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG184540,23/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG184538,23/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG184539,23/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG184926,23/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-fri 7-10am 4pm-7pm sat 10am-7pm, NONE
Greenwich, RWG184853,15/11/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG187373,27/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG184927,23/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, mon-fri 7-10am 4pm-7pm sat 10am-7pm, NONE
Lewisham, RWG198997,23/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
WalthamForest, RWG149510,29/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, RED
Newham, RWG244557,23/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG276838,23/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG155575,24/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG155569,24/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG155570,24/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lewisham, RWG198033,13/11/2017,2017,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1, None, NONE
Newham, RWG155577,24/10/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7-10am , NONE
Newham, RWG156085,24/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Greenwich, RWG277513,09/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG156080,24/10/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, BUFF/YELLOW
Newham, RWG155554,24/10/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155549,24/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG155550,24/10/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, BUFF/YELLOW
Newham, RWG155552,24/10/2017,2017,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1, None, BUFF/YELLOW
WalthamForest, RWG150213,18/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lewisham, RWG198417,26/01/2018,2018,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, 07.00 - 10.00 am Mon-Fri, NONE
WalthamForest, RWG149568,03/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG156079,24/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG156078,24/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG185072,24/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG184547,24/10/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG184548,24/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG185545,22/01/2018,2018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG155545,24/10/2017,2017,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1, None, NONE
Newham, RWG155574,24/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
TowerHamlets, RWG073591,09/09/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149462,27/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG185404,13/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149329,24/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149317,23/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Bromley, RWG278621,15/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG155571,24/10/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149513,29/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, RED
Greenwich, RWG184859,15/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
TowerHamlets, RWG073628,10/09/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, RED
WalthamForest, RWG187637,25/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
WalthamForest, RWG187585,23/01/2018,2018,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Lewisham, RWG198783,20/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1, None, NONE
Newham, RWG156083,24/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Bromley, RWG205116,02/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149340,24/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG185438,16/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
WalthamForest, RWG276356,06/03/2018,2018,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1, None, NONE
WalthamForest, RWG276338,13/03/2018,2018,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1, None, RED
Greenwich, RWG184967,15/11/2017,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, 3pm-7pm, RED
Newham, RWG155580,25/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Bromley, RWG278622,15/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
WalthamForest, RWG150201,04/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149474,28/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, RED
Lewisham, RWG199025,30/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, BUFF/YELLOW
Lewisham, RWG198461,13/11/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Newham, RWG155596,25/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
WalthamForest, RWG149105,17/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, RED
Newham, RWG185079,25/10/2017,2017,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1, None, BLUE
Newham, RWG185078,25/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149573,03/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG185077,25/10/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG155629,25/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG198500,18/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149341,24/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG186027,14/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG185076,25/10/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, BLUE
Lewisham, RWG277305,08/03/2018,2018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Bromley, RWG205004,27/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG277467,30/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG199024,30/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, BUFF/YELLOW
WalthamForest, RWG149342,24/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG187514,22/01/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Lewisham, RWG277530,30/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
WalthamForest, RWG149313,23/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG184881,22/01/2018,2018,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1, None, GREEN
Newham, RWG155615,25/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149312,23/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
